.model_id,.model_desc,.type,id,mae,mape,mase,smape,rmse,rsq
15,XGBOOST,Test,Coal Production,0.4090008791116079,35.607167186664604,1.8746612622852088,28.90472315772889,0.4536653625034101,0.835346179932462
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Solar Energy Production,0.45097712370866855,407.93627726908676,27.937592675199586,131.7985492639548,0.45438221600463136,0.2223582388965942
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Biomass Energy Production,0.2464192429783506,43.66548523762779,2.85528878296576,34.3673540492444,0.45902874819909023,0.153694197867795
21,RANDOMFOREST,Test,Natural Gas (Dry) Production,0.3300364921197316,7.4774252038128735,0.5851739272827048,7.925598406696338,0.4619891832127714,0.9954575411156096
26,LIGHTGBM,Test,Crude Oil Production,0.41099849575244124,19.838605755408807,1.0209229382671623,17.359617203880337,0.4707570970967548,0.9609082445944247
9,"SEASONAL DECOMP: ETS(A,N,N)",Test,Hydroelectric Power Production,0.43638046343678855,179.6526223397635,8.380013591911617,90.00706510747717,0.4715914718402703,0.29156131588509654
20,RECURSIVE RANDOMFOREST,Test,Natural Gas (Dry) Production,0.3861870507820236,10.218639046831314,0.684732138923165,9.841752384981762,0.48508786514631175,0.8366101288693594
10,"ARIMA(2,0,1)(1,0,0)[12] WITH NON-ZERO MEAN",Test,Coal Production,0.36734461157278947,24.756325089537544,1.6837291761341124,29.453054411676394,0.48953132599632576,0.11643374550310916
10,"ARIMA(2,0,1)(1,0,0)[12] WITH NON-ZERO MEAN",Test,Nuclear Electric Power Production,0.3342254856051066,36.55653628374879,2.1330903390350664,36.02414874611699,0.5087974320333061,0.18033886386753284
2,WINDOW FUNC [12],Test,Coal Production,0.47001599999999993,45.03703521636944,2.15432492411295,34.96956131014121,0.5199678025649894,NA
19,RECURSIVE LIGHTGBM,Test,Crude Oil Production,0.37893704421145274,15.904064813130118,0.9412820839803087,13.976410059191624,0.5212647537396004,0.8335162690330286
10,"ARIMA(2,0,1)(1,0,0)[12] WITH NON-ZERO MEAN",Test,Biomass Energy Production,0.4876191634151967,108.95110644641306,5.650100661095206,65.5079866569375,0.5406933124352254,0.06354644368223103
29,Tuned LightGBM - Calendar,Test,Coal Production,0.5423266009723406,42.10004744912815,1.9393284272805056,35.5199754075648,0.5491061169725778,0.17893682349770512
16,RECURSIVE XGBOOST,Test,Natural Gas (Dry) Production,0.4569913500493367,13.675938808844032,0.8102722863312354,12.438251115476147,0.5516527469770885,0.8675750869769183
18,LIGHTGBM,Test,Crude Oil Production,0.4967292270573709,23.75902850526664,1.2338786327725273,20.451814076564183,0.5557841351483312,0.9566691225581986
16,RECURSIVE XGBOOST,Test,Crude Oil Production,0.44090872345129656,18.380848228946043,1.0952201385297837,16.066719537889846,0.5593706180147994,0.8196089763533458
15,XGBOOST,Test,Crude Oil Production,0.5075808716367086,24.10822014325842,1.2608341885311583,20.774342407366614,0.5619018353529285,0.9593849648792413
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Geothermal Energy Production,0.5585372858486422,2817.8453691219875,172.4435885754775,185.94088386218365,0.5632892929682622,0.10690981037645282
9,"SEASONAL DECOMP: ETS(A,N,N)",Test,Coal Production,0.4304693214017429,32.377152181579135,1.97306216844057,33.567968296317964,0.5633070813389339,0.08937897198983442
